category_id,activity_value,activity_unit,ef_value,calculated_co2e,intensity,data_quality,region,is_anomaly,anomaly_type,log_activity,log_co2e,log_ef,log_intensity,co2e_check_ratio,log_co2e_check
7,54199.474,2,0.034207,1.853983,3.42067e-05,1,1,0,none,10.900444932776951,1.0487155624846969,0.03363494947380565,3.420611496417895e-05,0.9999900716267375,-9.928422549148426e-06
5,14.5694,0,253.407106,3.691996,0.2534071057,2,3,0,none,2.745307449457918,1.5458580782759466,5.538935763465802,0.2258655279323079,1.000001763207511,1.763205956658831e-06
5,11.5025,0,91.008298,1.046825,0.0910082983,0,3,0,none,2.5259286243109216,0.7162898120622078,4.52187876863383,0.08710231296316213,1.0000019603649348,1.9603630133148242e-06
1,460.7427,0,6318.894121,2911.384182,6.3188941212,1,0,0,none,6.135007809533697,7.976727331246364,8.75145773399424,1.9904592402212427,0.9999999463060356,-5.369396582733571e-08
5,75.4084,0,81.007578,6.108653,0.0810075778,0,1,0,none,4.336092637772655,1.9613127743901584,4.40681165762843,0.07789354862325067,1.000000189083423,1.8908340504274376e-07
3,35289.8027,3,0.834715,29.456914,0.0008347146,0,0,0,none,10.471377662230978,3.416313029136851,0.6068891560926674,0.0008343664195090281,0.9999995362438794,-4.637562281515681e-07
6,2041.1674,2,0.162968,0.332646,0.0001629683,2,2,0,none,7.621766973817058,0.2871664395359752,0.15097535811069004,0.0001629550221091615,1.0000030995713036,3.0995664999607218e-06
7,54994.9961,2,0.163465,8.989736,0.0001634646,0,3,0,none,10.915015663382873,2.3015581658848516,0.15140262165755408,0.00016345124111805646,0.999997659827022,-2.340175716163913e-06
6,40457.3377,2,0.076874,3.11013,7.68743e-05,1,0,0,none,10.608028024855479,1.4134546581782361,0.07406239968674136,7.687134532242463e-05,1.0000040582231036,4.058214868999528e-06
4,19479.124,1,9.439026262022596,183.86396299719465,0.0094390263,0,1,1,ef_unit_mismatch,9.877149942679345,5.219620219436525,2.3455513081833756,0.009394757045666606,0.9999999999994562,-5.437872374615495e-13
3,4287.983,3,0.41542,1.781315,0.0004154202,2,0,0,none,8.36380492088114,1.0229238374458376,0.34742630684090836,0.0004153339369181736,1.0000006186669295,6.186667380895789e-07
5,13.3025,0,214.298853,2.850702,0.2142988534,0,3,0,none,2.6604343471605465,1.3482554693405393,5.372027076906057,0.19416683482947567,0.9999970210470256,-2.978957411497646e-06
5,17.3505,0,166.440551,2.887829,0.1664405508,1,4,0,none,2.9096568220857635,1.3578509041494975,5.120628368863338,0.1539568474429754,1.000000768666083,7.686657875827863e-07
3,1288.207,3,1.658788,2.136862,0.0016587876,1,0,0,none,7.161782579650401,1.1432229371666305,0.9778703798608275,0.001657413331385642,0.9999998534224698,-1.4657754096699926e-07
7,88427.7082,2,0.176176,15.578813,0.0001761757,0,0,0,none,11.38995194929843,2.808125554864444,0.16226849814246055,0.00017616018288383055,0.9999982720187552,-1.7279827377203469e-06
1,501.1578,0,5874.446748,2944.024953,5.874446748,2,4,0,none,6.218914412925918,7.987872569054884,8.678537378334063,1.927811167296326,1.000000049101171,4.910116970148865e-08
4,28203.4182,1,0.364839,10.289719,0.0003648394,1,0,0,none,10.247233918413018,2.423892488569276,0.3110364729624773,0.00036477286228933084,1.0000011766350902,1.1766343980152643e-06
6,8484.548,2,0.098533,0.836011,9.85333e-05,0,4,0,none,9.046119760143824,0.6075952834657541,0.0939756533562593,9.852844591325238e-05,1.0000036265395968,3.626533020967176e-06
4,22497.7796,1,0.180791,4.067392,0.0001807908,1,1,0,none,10.02121634672147,1.622826286832744,0.16618455288380427,0.0001807744593127853,0.99999899892621,-1.0010742910493056e-06
3,1442.978,3,0.583967,0.842651,0.0005839667,0,3,0,none,7.275157083879646,0.6112052955903484,0.45993245984188386,0.0005837962577984641,0.999999366492579,-6.335076216321504e-07
6,2779.7343,2,0.199954,0.555818,0.0001999538,1,3,0,none,7.930470308497376,0.442001452334099,0.1822832227258803,0.00019993381190335231,0.9999982146666204,-1.7853349732876261e-06
1,135.3229,0,4747.358857,642.426199,4.7473588565,1,4,0,none,4.915026336328907,6.466807333590452,8.465554333539027,1.7487404199808916,0.999999737137151,-2.628628835915332e-07
1,263.049,0,6035.422436,1587.611593,6.0354224356,0,1,0,none,5.576134691984248,7.370615701792951,8.705566803522327,1.9509577364678965,0.9999998467084598,-1.532915519882804e-07
4,11602.0017,1,0.721673,8.372855,0.0007216734,2,4,0,none,9.359019110861366,2.237817745677761,0.543296492502728,0.0007214131189696022,1.000000433192438,4.3319234409302037e-07
7,1365503.89,2,0.151659,207.09089999999998,0.000151659,1,4,1,magnitude_spike,14.127034800995306,5.337975003466995,0.14120351151055216,0.00015164750093646912,0.9999997370546188,-2.6294541581652504e-07
5,18.765,0,92.139964,1.729009,0.0921399637,0,0,0,none,2.9839126967486487,1.0039385396320861,4.534103351039232,0.08813904099584575,1.000001489549121,1.4895480115593828e-06
3,7430.2761,3,1.240891,9.220163,0.0012408911,1,3,0,none,8.913452872628046,2.3243625337677463,0.8068735546354291,0.0012401218309592776,1.0000000281876693,2.818766891251477e-08
4,58364.7704,1,0.438158,25.572986,0.0004381579,2,2,0,none,10.974484873691244,3.2798951358434447,0.3633631280892058,0.0004380619368576498,0.9999998017821544,-1.9821786522687605e-07
3,2614.9631,3,2.40488,6.288673,0.0024048803,1,3,0,none,7.869387606973018,1.9863214992727365,1.2252096966897026,0.0024019932031930486,1.000000085864227,8.586422337547232e-08
4,25611.2018,1,0.375278,9.611319,0.0003752779,2,2,0,none,10.150824149726816,2.3619212615815885,0.31865589250072707,0.00037520750086116245,0.9999998346532732,-1.6534674042460516e-07
3,6040.0105,3,2.433648,14.699262,0.0024336485,1,1,0,none,8.706326578260057,2.7536137048800016,1.233623252853268,0.002430691973282222,1.0000001718859377,1.7188592293295445e-07
3,17318.2169,3,1.793235,31.055632,0.0017932349,2,4,0,none,9.759571967468393,3.467472893357791,1.0272004223422848,0.0017916289738785988,0.9999999780145682,-2.1985432050104103e-08
3,11752.4463,3,0.852042,10.013582,0.0008520424,1,4,0,none,9.371901778695303,2.3991292384222667,0.6162888141525866,0.0008516796179301464,1.0000004143928836,4.1439279770244546e-07
6,9921.4035,2,0.183457,1.820146,0.0001834565,0,4,0,none,9.202550459238298,1.0367886566594895,0.16843981640098776,0.00018343967391417563,0.9999972958289114,-2.704174744884995e-06
1,139.8424,0,2697.574241,377.235122,2.6975742408,2,3,0,none,4.947641534755124,5.935516018120913,7.900478853631334,1.3076769940489794,0.9999996446787086,-3.5532135451644575e-07
7,45932.5371,2,0.158914,7.299339,0.0001589143,1,4,0,none,10.734950785023077,2.116175873077017,0.14748335970632953,0.00015890167446019595,1.0000021644733579,2.1644710154105367e-06
1,48.1662,0,5741.308827,276.537135,5.7413088272,1,0,0,none,3.895206395541296,5.625954744053235,8.655616643107923,1.9082540940840336,1.000000382505203,3.8250512991194406e-07
6,4457.2415,2,0.095788,0.426949,9.57877e-05,1,4,0,none,8.402509684753111,0.35553859854279035,0.09147373915876719,9.578311265120308e-05,0.9999970748301396,-2.9251741387636967e-06
3,5132.393,3,1.790025,9.18711,0.0017900247,1,1,0,none,8.543522123042683,2.3211231956256095,1.0260505563666051,0.0017884245150824683,0.9999998062584803,-1.9374153848407468e-07
6,5593.189,2,0.239491,1.339519,0.0002394911,1,1,0,none,8.629483659390663,0.8499453526846157,0.2147008114744114,0.00023946242658443758,1.0000004278410721,4.2784098060193534e-07
6,5819.3493,2,0.066716,0.388245,6.67162e-05,1,0,0,none,8.669115556106656,0.32804035947633137,0.06458477006807291,6.671397457330957e-05,1.0000033278097582,3.32780422105574e-06
4,8164.0636,1,1.036348,8.460808,0.0010363476,0,0,0,none,9.007619794718993,2.2471577916785237,0.7111580074617146,0.0010358109625559363,0.9999996473348942,-3.5266516797137467e-07
6,21225.3662,2,0.094458,2.004898,9.44576e-05,2,1,0,none,9.962999376599216,1.100243623983459,0.09025926355787695,9.445313916180561e-05,0.9999961890378054,-3.810969456329632e-06
6,7788.5755,2,0.093547,0.728601,9.35474e-05,1,0,0,none,8.960541644440333,0.5473124108390681,0.0894265414638757,9.354302471483887e-05,1.0000042926305697,4.292621356356649e-06
1,737.0237,0,3464.566576,2553.467668,3.4645665758,0,2,0,none,6.603975937905973,7.845599131810737,8.15063141225416,1.4961721381273587,0.9999999965772227,-3.422777289681266e-09
1,611.7582,0,4249.660152,2599.764465,4.2496601523,1,3,0,none,6.417970404611621,7.863560705792694,8.354829579738379,1.65816334161303,1.000000007616326,7.616325985310511e-09
6,8816.7816,2,0.057086,0.503319,5.70865e-05,0,0,0,none,9.084525598090183,0.4076753304329539,0.05551606592462743,5.708487062776869e-05,1.0000083555707995,8.35553589189144e-06
7,24227.4267,2,0.072703,1.761395,7.27025e-05,2,2,0,none,10.095281879799805,1.0157359868225315,0.07018163129860737,7.26998573013333e-05,0.9999934123841269,-6.587637571569353e-06
1,404.3824,0,1898.833949,767.854974,1.898833949,1,0,0,none,6.004830819163303,6.64490236134313,7.549521766072186,1.0643085695822312,0.9999999277230784,-7.227692417084383e-08
4,7071.5941,1,0.210101,1.485752,0.0002101015,2,4,0,none,8.863982608142,0.9105752294638632,0.1907038271995136,0.00021007943177084014,1.0000020244980248,2.0244959754840833e-06
5,38.5339,0,104.185566,4.014679,0.1041855662,1,3,0,none,3.677158531688233,1.612369411389229,4.655726085566904,0.09910801905623486,1.0000007019775625,7.01977316136637e-07
4,76723.304,1,0.906349,69.538062,0.0009063486,1,3,0,none,11.247973808088043,4.256152450656749,0.6451898944512685,0.0009059381141177845,0.9999995993965889,-4.006034913519353e-07
4,9842.4868,1,1.065055,10.482791,0.0010650551,2,4,0,none,9.194565276872805,2.440849479809814,0.7251568604408738,0.0010644883312079466,1.000000116488647,1.1648864016588348e-07
6,19863.8593,2,0.20951,4.161687,0.0002095105,1,1,0,none,9.896707585414655,1.6412634640453903,0.19021531891305513,0.0002094885557401766,1.0000023639404538,2.363937659728317e-06
3,6724.0928,3,2.13327,14.344308,0.0021332704,1,1,0,none,8.813601003631335,2.730744590932323,1.1420771876376103,0.002130998209590791,1.0000001779412748,1.779412589944078e-07
7,53667.3107,2,0.160801,8.629741,0.0001608007,0,1,0,none,10.890577988990763,2.2648563303289353,0.1491102840623149,0.00016078777295320664,0.9999981195333456,-1.8804684224710908e-06
5,7.7208,0,404.417414,3.122417,0.4044174144,1,1,0,none,2.1657109768320115,1.4164396418347465,6.004917188201423,0.3396225651213345,0.9999971271981192,-2.8728060073298407e-06
5,16.0616,0,244.548972,3.927838,0.2445489716,2,2,0,none,2.836830324301246,1.594900352314254,5.503496405956433,0.21877319247315827,0.9999975129445502,-2.487058542534407e-06
6,22780.1634,2,0.17194,3.91682,0.0001719399,1,0,0,none,10.033689306812102,1.59266198007211,0.15866049530508658,0.0001719251200295475,0.9999996693502453,-3.30649809351971e-07
3,17903.2541,3,0.944842,16.915743,0.0009448418,1,2,0,none,9.792793622810246,2.8856798235223633,0.665180739837593,0.000944395717949019,0.9999997983859469,-2.0161407344325276e-07
4,7437.9184,1,0.159452,1.185994,0.0001594524,0,0,0,none,8.914480740914886,0.7820706450113302,0.14794747970261782,0.00015943968881726824,1.0000025591958879,2.5591926131383567e-06
6,8647.3839,2,0.130249,1.126316,0.0001302493,0,0,0,none,9.065127750100642,0.75439090481056,0.12243796243217724,0.0001302408182964074,1.0000025697196324,2.569716330693195e-06
3,6612.4066,3,0.905313,5.986297,0.0009053129,1,0,0,none,8.796854170738419,1.9439506590795885,0.6446462995441068,0.000904903351437639,0.9999998903553018,-1.0964470422060144e-07
5,17.0468,0,119.150774,2.031135,0.1191507743,2,3,0,none,2.8929683837434306,1.1089371368396568,4.788747404109294,0.11257016046761802,0.9999978266764117,-2.1733259499881427e-06
6,5037.4509,2,0.130051,0.655127,0.0001300513,1,3,0,none,8.524853952709195,0.5038777430450018,0.12226276444916041,0.0001300428440628133,1.0000022482776798,2.248275152433591e-06
4,77418.0118,1,0.535728,41.474993,0.000535728,0,1,0,none,11.256987659906544,3.748915502755157,0.4290045357110423,0.0005355845489865377,0.9999999125812974,-8.7418706431102e-08
3,1349.0078,3,2.031714,2.740799,0.0020317145,0,2,0,none,7.207865649193561,1.3192992249730786,1.1091281361542562,0.0020296533593892607,1.000000352645758,3.526456957488708e-07
7,70946.9937,2,0.079938,5.671333,7.99376e-05,1,1,0,none,11.169702404528044,1.8978196900351287,0.07690363208085264,7.993440516031053e-05,0.9999951012655223,-4.898746476570742e-06
4,32036.4673,1,0.81442,26.091146,0.0008144202,2,2,0,none,10.374661349992913,3.2992069586352395,0.5957658574182334,0.0008140887398219504,1.0000002415162417,2.415162125074142e-07
1,541.3326,0,3639.882713,1970.387344,3.6398827135,1,3,0,none,6.295879466368084,7.586492809407546,8.199981434802977,1.5346890886557574,1.0000000869253305,8.69253267111452e-08
1,152.1008,0,5131.426852,780.494304,5.1314268516,1,4,0,none,5.031096527992899,6.661207861287305,8.543333896867516,1.8134274882132027,1.0000002237931227,2.2379309765836732e-07
6,23927.5919,2,0.240021,5.743118,0.0002400207,1,3,0,none,10.082829336713967,1.9085224292285732,0.21512831495741278,0.0002399918996401486,0.9999988620253906,-1.1379752569266983e-06
1,110.001,0,1913.922967,210.533353,1.9139229667,1,0,0,none,4.709539210280762,5.354382683452932,7.557432674695994,1.0695002718367645,0.9999995853719633,-4.1462812264057996e-07
4,37530.0768,1,0.987778,37.071388,0.0009877781,2,0,0,none,10.532924583430763,3.6394630288839767,0.6870174319787007,0.0009872905682349674,1.000000102465815,1.0246580969437594e-07
1,670.907,0,714.014327,479.037198,0.7140143274,0,3,0,none,6.510119938088831,6.173863596732623,6.572302580255492,0.5388381791838253,0.9999999747729638,-2.522703655595326e-08
5,17.0161,0,146.684545,2.496004,0.1466845449,0,3,0,none,2.8912658025635447,1.251620601957394,4.995078546283137,0.13687477407820953,1.0000020487691432,2.048767044501191e-06
4,34160.7899,1,0.753616,25.744107,0.0007536157,2,2,0,none,10.438863044070786,3.2863141500071915,0.5616799418175263,0.0007533318742764194,0.9999995788793982,-4.2112069050582925e-07
6,7025.1484,2,0.184269,1.294515,0.0001842688,0,2,0,none,8.857393954151249,0.8305214922033591,0.16912570660266943,0.0001842518245900002,0.9999984004694517,-1.5995318275966246e-06
6,3400.8265,2,0.175569,0.597081,0.0001755694,2,0,0,none,8.132067772243182,0.4681775880468424,0.16175228570150357,0.00017555398949660732,1.0000021640686878,2.1640663462111237e-06
1,144.4269,0,1846.411438,266.671435,1.846411438,1,0,0,none,4.979673554865336,5.589760239565805,7.521540715543479,1.0460590563305785,0.9999998308218705,-1.6917814381607532e-07
3,1782.6553,3,1.714465,3.0563,0.0017144652,1,1,0,none,7.486420076982261,1.4002712280506848,0.998594880561327,0.001712997182209763,0.9999999610592889,-3.8940711858300055e-08
4,14579.3684,1,0.21596,3.148557,0.0002159598,1,3,0,none,9.587431272733143,1.4227605629338014,0.19553388826608945,0.00021593648403920505,0.9999989202163627,-1.079784220247889e-06
7,49213.613,2,0.12518,6.160546,0.0001251797,1,3,0,none,10.80394587057613,1.9685862350483785,0.11794302285774864,0.00012517186567514608,0.999997715233708,-2.284768902131359e-06
6,20549.9464,2,0.055555,1.141656,5.55552e-05,1,2,0,none,9.93066227239193,0.7615793615560238,0.054066694954347794,5.5553656867028925e-05,1.0000032651343058,3.2651289752793477e-06
4,60.6658321,1,0.830239,0.050367141,0.000830239,1,0,1,magnitude_underflow,4.121730002805123,0.049139761148524405,0.6044465594186454,0.000829894542243097,1.0000000222988261,2.2298825870308374e-08
6,10837.8299,2,0.080962,0.877457,8.09625e-05,2,2,0,none,9.290890326362964,0.6299182015976081,0.0778513854027551,8.095922271368721e-05,1.0000052601557436,5.260141909076424e-06
4,27098.2628,1,0.301453,8.168863,0.0003014534,0,0,0,none,10.207261803545755,2.21581328730492,0.2634813326221668,0.00030140797205319093,1.00000127117627,1.2711754620796185e-06
4,27039.5418,1,0.283869,7.675681,0.0002838688,0,2,0,none,10.205092566938411,2.1605238241927682,0.24987817514075464,0.0002838285168754278,0.9999991282443387,-8.717560413038786e-07
4,11955.5682,1,0.615749,7.361632,0.0006157492,1,4,0,none,9.38903604653019,2.123653623355586,0.4797986262530482,0.0006155597042452658,1.0000003852840367,3.8528396245282915e-07
7,56835.404,2,0.094765,5.386035,9.47655e-05,2,1,0,none,10.94793231490358,1.8541135750166877,0.09053972836389479,9.476101003366523e-05,1.0000051874867018,5.1874732467894555e-06
1,272.8606,0,5248.621447,1432.141886,5.248621447,1,4,0,none,5.6126192178021475,7.26762443618558,8.565911247652622,1.8323608709395054,0.9999999223530989,-7.764690414551072e-08
7,96683.5962,2,0.117746,11.384142,0.0001177464,0,0,0,none,11.479209374026677,2.5164167831899014,0.1113141575077908,0.00011773946843674926,1.0000030992097733,3.099204970720038e-06
7,48917.7365,2,0.087007,4.256194,8.70072e-05,1,4,0,none,10.797915761585307,1.6594071906990138,0.08342804786074765,8.700341509311526e-05,1.0000019971508525,1.9971488581698757e-06
6,14067.6022,2,0.059006,0.830077,5.90063e-05,2,0,0,none,9.55170079904677,0.6043580424708705,0.05733073232559888,5.900455919675872e-05,1.000004896541769,4.896529780917985e-06
1,330.4946,0,1937.565076,640.354825,1.9375650764,0,2,0,none,5.80361151990048,6.463582852910824,7.569703326833818,1.0775810328929736,1.0000000472133739,4.721337276259056e-08
