year,month,sector,co2_mt,date,month_sin,month_cos,year_norm,sector_id,category_id
2001,4,cement,7.939,2001-04-01,0.8660254037844387,-0.4999999999999998,0.3333333333333333,3,1
2001,5,cement,8.647,2001-05-01,0.49999999999999994,-0.8660254037844387,0.3333333333333333,3,1
2001,6,cement,8.426,2001-06-01,1.2246467991473532e-16,-1.0,0.3333333333333333,3,1
2001,7,cement,8.163,2001-07-01,-0.4999999999999997,-0.8660254037844388,0.3333333333333333,3,1
2001,8,cement,7.997,2001-08-01,-0.8660254037844384,-0.5000000000000004,0.3333333333333333,3,1
2001,9,cement,7.812,2001-09-01,-1.0,-1.8369701987210297e-16,0.3333333333333333,3,1
2001,10,cement,8.405,2001-10-01,-0.8660254037844386,0.5000000000000001,0.3333333333333333,3,1
2001,11,cement,7.353,2001-11-01,-0.5000000000000004,0.8660254037844384,0.3333333333333333,3,1
2001,12,cement,7.783,2001-12-01,-2.4492935982947064e-16,1.0,0.3333333333333333,3,1
2002,1,cement,6.985,2002-01-01,0.49999999999999994,0.8660254037844387,0.36363636363636365,3,1
2002,2,cement,7.552,2002-02-01,0.8660254037844386,0.5000000000000001,0.36363636363636365,3,1
2002,3,cement,8.786,2002-03-01,1.0,6.123233995736766e-17,0.36363636363636365,3,1
2002,4,cement,8.975,2002-04-01,0.8660254037844387,-0.4999999999999998,0.36363636363636365,3,1
2002,5,cement,9.146,2002-05-01,0.49999999999999994,-0.8660254037844387,0.36363636363636365,3,1
2002,6,cement,8.693,2002-06-01,1.2246467991473532e-16,-1.0,0.36363636363636365,3,1
2002,7,cement,9.402,2002-07-01,-0.4999999999999997,-0.8660254037844388,0.36363636363636365,3,1
2002,8,cement,9.077,2002-08-01,-0.8660254037844384,-0.5000000000000004,0.36363636363636365,3,1
2002,9,cement,7.738,2002-09-01,-1.0,-1.8369701987210297e-16,0.36363636363636365,3,1
2002,10,cement,7.39,2002-10-01,-0.8660254037844386,0.5000000000000001,0.36363636363636365,3,1
2002,11,cement,8.279,2002-11-01,-0.5000000000000004,0.8660254037844384,0.36363636363636365,3,1
2002,12,cement,9.077,2002-12-01,-2.4492935982947064e-16,1.0,0.36363636363636365,3,1
2003,1,cement,8.86,2003-01-01,0.49999999999999994,0.8660254037844387,0.3939393939393939,3,1
2003,2,cement,6.784,2003-02-01,0.8660254037844386,0.5000000000000001,0.3939393939393939,3,1
2003,3,cement,8.239,2003-03-01,1.0,6.123233995736766e-17,0.3939393939393939,3,1
2003,4,cement,9.272,2003-04-01,0.8660254037844387,-0.4999999999999998,0.3939393939393939,3,1
2003,5,cement,10.147,2003-05-01,0.49999999999999994,-0.8660254037844387,0.3939393939393939,3,1
2003,6,cement,10.512,2003-06-01,1.2246467991473532e-16,-1.0,0.3939393939393939,3,1
2003,7,cement,10.081,2003-07-01,-0.4999999999999997,-0.8660254037844388,0.3939393939393939,3,1
2003,8,cement,9.68,2003-08-01,-0.8660254037844384,-0.5000000000000004,0.3939393939393939,3,1
2003,9,cement,9.016,2003-09-01,-1.0,-1.8369701987210297e-16,0.3939393939393939,3,1
2003,10,cement,9.249,2003-10-01,-0.8660254037844386,0.5000000000000001,0.3939393939393939,3,1
2003,11,cement,9.461,2003-11-01,-0.5000000000000004,0.8660254037844384,0.3939393939393939,3,1
2003,12,cement,9.921,2003-12-01,-2.4492935982947064e-16,1.0,0.3939393939393939,3,1
2004,1,cement,9.097,2004-01-01,0.49999999999999994,0.8660254037844387,0.42424242424242425,3,1
2004,2,cement,6.934,2004-02-01,0.8660254037844386,0.5000000000000001,0.42424242424242425,3,1
2004,3,cement,9.37,2004-03-01,1.0,6.123233995736766e-17,0.42424242424242425,3,1
2004,4,cement,11.04,2004-04-01,0.8660254037844387,-0.4999999999999998,0.42424242424242425,3,1
2004,5,cement,10.754,2004-05-01,0.49999999999999994,-0.8660254037844387,0.42424242424242425,3,1
2004,6,cement,11.24,2004-06-01,1.2246467991473532e-16,-1.0,0.42424242424242425,3,1
2004,7,cement,9.267,2004-07-01,-0.4999999999999997,-0.8660254037844388,0.42424242424242425,3,1
2004,8,cement,10.602,2004-08-01,-0.8660254037844384,-0.5000000000000004,0.42424242424242425,3,1
2004,9,cement,9.616,2004-09-01,-1.0,-1.8369701987210297e-16,0.42424242424242425,3,1
2004,10,cement,10.366,2004-10-01,-0.8660254037844386,0.5000000000000001,0.42424242424242425,3,1
2004,11,cement,9.799,2004-11-01,-0.5000000000000004,0.8660254037844384,0.42424242424242425,3,1
2004,12,cement,10.173,2004-12-01,-2.4492935982947064e-16,1.0,0.42424242424242425,3,1
2005,1,cement,8.895,2005-01-01,0.49999999999999994,0.8660254037844387,0.45454545454545453,3,1
2005,2,cement,8.988,2005-02-01,0.8660254037844386,0.5000000000000001,0.45454545454545453,3,1
2005,3,cement,10.395,2005-03-01,1.0,6.123233995736766e-17,0.45454545454545453,3,1
2005,4,cement,10.743,2005-04-01,0.8660254037844387,-0.4999999999999998,0.45454545454545453,3,1
2005,5,cement,12.499,2005-05-01,0.49999999999999994,-0.8660254037844387,0.45454545454545453,3,1
2005,6,cement,11.559,2005-06-01,1.2246467991473532e-16,-1.0,0.45454545454545453,3,1
2005,7,cement,11.058,2005-07-01,-0.4999999999999997,-0.8660254037844388,0.45454545454545453,3,1
2005,8,cement,11.694,2005-08-01,-0.8660254037844384,-0.5000000000000004,0.45454545454545453,3,1
2005,9,cement,10.428,2005-09-01,-1.0,-1.8369701987210297e-16,0.45454545454545453,3,1
2005,10,cement,11.828,2005-10-01,-0.8660254037844386,0.5000000000000001,0.45454545454545453,3,1
2005,11,cement,9.363,2005-11-01,-0.5000000000000004,0.8660254037844384,0.45454545454545453,3,1
2005,12,cement,10.26,2005-12-01,-2.4492935982947064e-16,1.0,0.45454545454545453,3,1
2006,1,cement,10.751,2006-01-01,0.49999999999999994,0.8660254037844387,0.48484848484848486,3,1
2006,2,cement,10.102,2006-02-01,0.8660254037844386,0.5000000000000001,0.48484848484848486,3,1
2006,3,cement,12.402,2006-03-01,1.0,6.123233995736766e-17,0.48484848484848486,3,1
2006,4,cement,12.86,2006-04-01,0.8660254037844387,-0.4999999999999998,0.48484848484848486,3,1
2006,5,cement,12.55,2006-05-01,0.49999999999999994,-0.8660254037844387,0.48484848484848486,3,1
2006,6,cement,12.764,2006-06-01,1.2246467991473532e-16,-1.0,0.48484848484848486,3,1
2006,7,cement,11.717,2006-07-01,-0.4999999999999997,-0.8660254037844388,0.48484848484848486,3,1
2006,8,cement,11.323,2006-08-01,-0.8660254037844384,-0.5000000000000004,0.48484848484848486,3,1
2006,9,cement,11.785,2006-09-01,-1.0,-1.8369701987210297e-16,0.48484848484848486,3,1
2006,10,cement,13.381,2006-10-01,-0.8660254037844386,0.5000000000000001,0.48484848484848486,3,1
2006,11,cement,12.016,2006-11-01,-0.5000000000000004,0.8660254037844384,0.48484848484848486,3,1
2006,12,cement,12.354,2006-12-01,-2.4492935982947064e-16,1.0,0.48484848484848486,3,1
2007,1,cement,13.139,2007-01-01,0.49999999999999994,0.8660254037844387,0.5151515151515151,3,1
2007,2,cement,10.678,2007-02-01,0.8660254037844386,0.5000000000000001,0.5151515151515151,3,1
2007,3,cement,11.847,2007-03-01,1.0,6.123233995736766e-17,0.5151515151515151,3,1
2007,4,cement,13.547,2007-04-01,0.8660254037844387,-0.4999999999999998,0.5151515151515151,3,1
2007,5,cement,13.942,2007-05-01,0.49999999999999994,-0.8660254037844387,0.5151515151515151,3,1
2007,6,cement,13.789,2007-06-01,1.2246467991473532e-16,-1.0,0.5151515151515151,3,1
2007,7,cement,13.852,2007-07-01,-0.4999999999999997,-0.8660254037844388,0.5151515151515151,3,1
2007,8,cement,13.283,2007-08-01,-0.8660254037844384,-0.5000000000000004,0.5151515151515151,3,1
2007,9,cement,12.714,2007-09-01,-1.0,-1.8369701987210297e-16,0.5151515151515151,3,1
2007,10,cement,12.648,2007-10-01,-0.8660254037844386,0.5000000000000001,0.5151515151515151,3,1
2007,11,cement,13.259,2007-11-01,-0.5000000000000004,0.8660254037844384,0.5151515151515151,3,1
2007,12,cement,13.231,2007-12-01,-2.4492935982947064e-16,1.0,0.5151515151515151,3,1
2008,1,cement,10.572,2008-01-01,0.49999999999999994,0.8660254037844387,0.5454545454545454,3,1
2008,2,cement,12.625,2008-02-01,0.8660254037844386,0.5000000000000001,0.5454545454545454,3,1
2008,3,cement,13.995,2008-03-01,1.0,6.123233995736766e-17,0.5454545454545454,3,1
2008,4,cement,14.522,2008-04-01,0.8660254037844387,-0.4999999999999998,0.5454545454545454,3,1
2008,5,cement,13.588,2008-05-01,0.49999999999999994,-0.8660254037844387,0.5454545454545454,3,1
2008,6,cement,16.192,2008-06-01,1.2246467991473532e-16,-1.0,0.5454545454545454,3,1
2008,7,cement,15.846,2008-07-01,-0.4999999999999997,-0.8660254037844388,0.5454545454545454,3,1
2008,8,cement,13.2,2008-08-01,-0.8660254037844384,-0.5000000000000004,0.5454545454545454,3,1
2008,9,cement,15.469,2008-09-01,-1.0,-1.8369701987210297e-16,0.5454545454545454,3,1
2008,10,cement,13.356,2008-10-01,-0.8660254037844386,0.5000000000000001,0.5454545454545454,3,1
2008,11,cement,13.364,2008-11-01,-0.5000000000000004,0.8660254037844384,0.5454545454545454,3,1
2008,12,cement,14.514,2008-12-01,-2.4492935982947064e-16,1.0,0.5454545454545454,3,1
2009,1,cement,13.306,2009-01-01,0.49999999999999994,0.8660254037844387,0.5757575757575758,3,1
2009,2,cement,12.662,2009-02-01,0.8660254037844386,0.5000000000000001,0.5757575757575758,3,1
2009,3,cement,14.496,2009-03-01,1.0,6.123233995736766e-17,0.5757575757575758,3,1
2009,4,cement,16.734,2009-04-01,0.8660254037844387,-0.4999999999999998,0.5757575757575758,3,1
2009,5,cement,15.675,2009-05-01,0.49999999999999994,-0.8660254037844387,0.5757575757575758,3,1
2009,6,cement,16.174,2009-06-01,1.2246467991473532e-16,-1.0,0.5757575757575758,3,1
2009,7,cement,14.298,2009-07-01,-0.4999999999999997,-0.8660254037844388,0.5757575757575758,3,1
2009,8,cement,16.194,2009-08-01,-0.8660254037844384,-0.5000000000000004,0.5757575757575758,3,1
2009,9,cement,14.809,2009-09-01,-1.0,-1.8369701987210297e-16,0.5757575757575758,3,1
2009,10,cement,13.959,2009-10-01,-0.8660254037844386,0.5000000000000001,0.5757575757575758,3,1
2009,11,cement,14.456,2009-11-01,-0.5000000000000004,0.8660254037844384,0.5757575757575758,3,1
2009,12,cement,13.522,2009-12-01,-2.4492935982947064e-16,1.0,0.5757575757575758,3,1
2010,1,cement,13.248,2010-01-01,0.49999999999999994,0.8660254037844387,0.6060606060606061,3,1
2010,2,cement,13.754,2010-02-01,0.8660254037844386,0.5000000000000001,0.6060606060606061,3,1
2010,3,cement,14.818,2010-03-01,1.0,6.123233995736766e-17,0.6060606060606061,3,1
2010,4,cement,17.564,2010-04-01,0.8660254037844387,-0.4999999999999998,0.6060606060606061,3,1
2010,5,cement,17.596,2010-05-01,0.49999999999999994,-0.8660254037844387,0.6060606060606061,3,1
2010,6,cement,16.636,2010-06-01,1.2246467991473532e-16,-1.0,0.6060606060606061,3,1
2010,7,cement,16.829,2010-07-01,-0.4999999999999997,-0.8660254037844388,0.6060606060606061,3,1
2010,8,cement,17.348,2010-08-01,-0.8660254037844384,-0.5000000000000004,0.6060606060606061,3,1
2010,9,cement,16.233,2010-09-01,-1.0,-1.8369701987210297e-16,0.6060606060606061,3,1
2010,10,cement,15.261,2010-10-01,-0.8660254037844386,0.5000000000000001,0.6060606060606061,3,1
2010,11,cement,14.55,2010-11-01,-0.5000000000000004,0.8660254037844384,0.6060606060606061,3,1
2010,12,cement,13.368,2010-12-01,-2.4492935982947064e-16,1.0,0.6060606060606061,3,1
2011,1,cement,15.623,2011-01-01,0.49999999999999994,0.8660254037844387,0.6363636363636364,3,1
2011,2,cement,14.871,2011-02-01,0.8660254037844386,0.5000000000000001,0.6363636363636364,3,1
2011,3,cement,15.878,2011-03-01,1.0,6.123233995736766e-17,0.6363636363636364,3,1
2011,4,cement,17.351,2011-04-01,0.8660254037844387,-0.4999999999999998,0.6363636363636364,3,1
2011,5,cement,18.158,2011-05-01,0.49999999999999994,-0.8660254037844387,0.6363636363636364,3,1
2011,6,cement,18.012,2011-06-01,1.2246467991473532e-16,-1.0,0.6363636363636364,3,1
2011,7,cement,17.371,2011-07-01,-0.4999999999999997,-0.8660254037844388,0.6363636363636364,3,1
2011,8,cement,17.59,2011-08-01,-0.8660254037844384,-0.5000000000000004,0.6363636363636364,3,1
2011,9,cement,16.063,2011-09-01,-1.0,-1.8369701987210297e-16,0.6363636363636364,3,1
2011,10,cement,17.432,2011-10-01,-0.8660254037844386,0.5000000000000001,0.6363636363636364,3,1
2011,11,cement,16.402,2011-11-01,-0.5000000000000004,0.8660254037844384,0.6363636363636364,3,1
2011,12,cement,15.072,2011-12-01,-2.4492935982947064e-16,1.0,0.6363636363636364,3,1
2012,1,cement,15.098,2012-01-01,0.49999999999999994,0.8660254037844387,0.6666666666666666,3,1
2012,2,cement,15.134,2012-02-01,0.8660254037844386,0.5000000000000001,0.6666666666666666,3,1
2012,3,cement,18.053,2012-03-01,1.0,6.123233995736766e-17,0.6666666666666666,3,1
2012,4,cement,20.004,2012-04-01,0.8660254037844387,-0.4999999999999998,0.6666666666666666,3,1
2012,5,cement,19.607,2012-05-01,0.49999999999999994,-0.8660254037844387,0.6666666666666666,3,1
2012,6,cement,19.186,2012-06-01,1.2246467991473532e-16,-1.0,0.6666666666666666,3,1
2012,7,cement,18.845,2012-07-01,-0.4999999999999997,-0.8660254037844388,0.6666666666666666,3,1
2012,8,cement,17.554,2012-08-01,-0.8660254037844384,-0.5000000000000004,0.6666666666666666,3,1
2012,9,cement,17.267,2012-09-01,-1.0,-1.8369701987210297e-16,0.6666666666666666,3,1
2012,10,cement,17.045,2012-10-01,-0.8660254037844386,0.5000000000000001,0.6666666666666666,3,1
2012,11,cement,18.211,2012-11-01,-0.5000000000000004,0.8660254037844384,0.6666666666666666,3,1
2012,12,cement,17.481,2012-12-01,-2.4492935982947064e-16,1.0,0.6666666666666666,3,1
2013,1,cement,18.074,2013-01-01,0.49999999999999994,0.8660254037844387,0.696969696969697,3,1
2013,2,cement,14.897,2013-02-01,0.8660254037844386,0.5000000000000001,0.696969696969697,3,1
